pump site A;pump site B;pump site C;pump site D
;;;43.9194
;;;43.9363
;;;44.756
;;;45.3874
;;;45.5449
;;;45.8786
;;;45.8786
;;;45.8786
;;;45.8786
;;;45.9232
;;;45.9603
;;;45.9936
;;;45.9936
;;;45.9936
;;;46.036
;;;46.0855
;;;46.0969
;;;46.1169
;;;46.201
;;;46.2205
;;;46.2761
;;;46.2994
;;;46.3112
;;;46.316
;;;46.325
;;;46.3607
;;;46.4573
;;;46.4573
;;;46.5713
;;;46.673
;;;46.7399
;;;46.7516
;;;46.7941
;;;46.8055
;;;46.8099
;;;46.8099
;;;46.8308
;;;46.9228
;;;46.9515
;;;46.9763
;;;46.9777
;;;47.132
;;;47.139
;;;47.139
;;;47.1685
;;;47.186
;;;47.186
;;;47.2382
;;;47.2656
;;;47.2656
;;;47.3264
;;;47.3264
;;;47.3264
;;;47.364
;;;47.3922
;;;47.4972
;;;47.5
;;;47.5398
;;;47.5398
;;;47.5633
;;;47.5775
;;;47.5775
;;;47.5775
;;;47.6178
;;;47.6245
;;;47.6245
;;;47.6543
;;;47.7154
;;;47.7159
;;;47.7533
;;;47.7533
;;;47.7829
;;;47.7934
;;;47.7974
;;;47.8899
;;;47.9087
;;;47.9544
;;;47.9544
;;;48.1404
;;;48.1823
;;;48.1939
;;;48.2563
;;;48.2563
;;;48.2563
;;;48.2563
;;;48.265
;;;48.3094
;;;48.316
;;;48.3372
;;;48.3495
;;;48.3495
;;;48.3495
;;;48.4121
;;;48.4318
;;;48.4482
;;;48.4482
;;;48.4487
;;;48.4704
;;;48.4738
;;;48.4738
;;;48.5172
;;;48.5172
;;;48.5634
;;;48.5634
;;;48.5798
;;;48.5945
;;;48.5991
;;;48.6465
;;;48.6996
;;;48.7008
;;;48.7016
;;;48.7871
;;;48.7919
;;;48.7923
;;;48.8004
;;;48.8118
;;;48.8265
;;;48.8376
;;;48.8816
;;;48.9
;;;48.9139
;;;48.9283
;;;48.9538
;;;48.9547
;;;48.9649
;;;48.9649
;;;48.9649
;;;48.9649
;;;48.9962
;;;48.9962
;;;49.0006
;;;49.0204
;;;49.0204
;;;49.0235
;;;49.0259
;;;49.0655
;;;49.0763
;;;49.1036
;;;49.1472
;;;49.1588
;;;49.1856
;;;49.2053
;;;49.2154
;;;49.2278
;;;49.325
;;;49.3288
;;;49.376
;;;49.3801
;;;49.3944
;;;49.4129
;;;49.4129
;;;49.4129
;;;49.4129
;;;49.4327
;;;49.4507
;;;49.453
;;;49.453
;;;49.453
;;;49.453
;;;49.4689
;;;49.4693
;;;49.4829
;;;49.4829
;;;49.4938
;;;49.5048
;;;49.52
;;;49.5469
;;;49.5469
;;;49.5469
;;;49.5529
;;;49.5529
;;;49.577
;;;49.6151
;;;49.6297
;;;49.6341
;;;49.6405
;;;49.6405
;;;49.6405
;;;49.6494
;;;49.6759
;;;49.6862
;;;49.7304
;;;49.7304
;;;49.7304
;;;49.7383
;;;49.7477
;;;49.75
;;;49.7703
;;;49.7703
;;;49.7703
;;;49.7728
;;;49.8049
;;;49.8409
;;;49.8906
;;;49.9306
;;;49.9357
;;;49.972
;;;50.0003
;;;50.0003
;;;50.0003
;;;50.0003
;;;50.0051
;;;50.0064
;;;50.0247
;;;50.0353
;;;50.0691
;;;50.0691
;;;50.0838
;;;50.1227
;;;50.1671
;;;50.2734
;;;50.2776
;;;50.3761
;;;50.4278
;;;50.4454
;;;50.4684
;;;50.4825
;;;50.4931
;;;50.4931
;;;50.5068
;;;50.5201
;;;50.5246
;;;50.5302
;;;50.5856
;;;50.7304
;;;50.7304
;;;50.7304
;;;50.7716
;;;50.936
;;;50.9824
;;;51.0173
;;;51.0173
;;;51.0479
;;;51.1728
;;;51.4418
;;;51.4458
;;;51.6777
;;;51.7339
;;;51.8346
;;;51.8666
;;;51.9023
;;;51.9165
;;;51.9165
;;;51.9165
;;;51.9165
;;;51.9165
;;;52.0624
;;;52.1036
;;;52.1287
;;;52.6218
;;;52.6317
;;;52.6328
;;;52.6385
;;;52.8209
;;;52.8248
;;;53.092
;;;53.161
;;;53.161
;;;53.1693
;;;53.1795
;;;53.2418
;;;53.275
;;;53.2868
;;;53.3334
;;;53.3511
;;;53.4431
;;;53.5378
;;;53.5539
;;;53.5539
;;;53.6475
;;;53.6475
;;;53.7953
;;;53.8518
;;;53.89
;;;53.9116
;;;53.9133
;;;53.9173
;;;53.92
;;;53.9319
;;;54
;;;54.0674
;;;54.1562
;;;54.1562
;;;54.2344
;;;54.329
;;;54.3404
;;;54.4232
;;;54.461
;;;54.5643
;;;54.5854
;;;54.6115
;;;54.6517
;;;54.6517
;;;54.6631
;;;54.8377
;;;54.9045
;;;54.9157
;;;54.9323
;;;54.9479
;;;55.2036
;;;55.3589
;;;55.3716
;;;55.3829
;;;55.4577
;;;55.4741
;;;55.5237
;;;55.5289
;;;55.6264
;;;55.7145
;;;55.8199
;;;55.8941
;;;55.9644
;;;55.9914
;;;56.0598
;;;56.1524
;;;56.2225
;;;56.3135
;;;56.4283
;;;56.5361
;;;56.613
;;;56.675
;;;56.7833
;;;56.8233
;;;56.9275
;;;56.9653
;;;57.1186
;;;57.1279
;;;57.2778
;;;57.291
;;;57.3112
;;;57.5588
;;;57.5688
;;;57.5728
;;;57.6283
;;;57.6752
;;;57.6756
;;;57.6902
;;;57.8675
;;;57.8923
;;;57.9352
;;;57.9436
;;;57.9549
;;;58.0344
;;;58.2034
;;;58.2475
;;;58.2557
;;;58.2815
;;;58.3288
;;;58.3288
;;;58.3288
;;;58.3598
;;;58.4233
;;;58.4752
;;;58.5194
;;;58.6202
;;;58.6587
;;;58.6728
;;;58.7075
;;;58.7123
;;;58.7181
;;;58.7275
;;;58.7423
;;;58.814
;;;58.8766
;;;58.883
;;;58.9383
;;;58.9648
;;;58.9875
;;;59.0081
;;;59.019
;;;59.0311
;;;59.0929
;;;59.1552
;;;59.1719
;;;59.1805
;;;59.2155
;;;59.223
;;;59.3956
;;;59.4518
;;;59.5122
;;;59.5712
;;;59.6714
;;;59.717
;;;59.8109
;;;59.8611
;;;59.9084
;;;60.0181
;;;60.0274
;;;60.0347
;;;60.0407
;;;60.0416
;;;60.0922
;;;60.1114
;;;60.1229
;;;60.187
;;;60.272
;;;60.2938
;;;60.4496
;;;60.4853
;;;60.5079
;;;60.5551
;;;60.6637
;;;60.6717
;;;60.7035
;;;60.7485
;;;60.7502
;;;60.833
;;;60.9197
;;;61.0563
;;;61.0575
;;;61.1162
;;;61.1311
;;;61.1547
;;;61.2589
;;;61.2868
;;;61.4979
;;;61.5307
;;;61.5574
;;;61.5694
;;;61.6595
;;;61.7142
;;;61.7308
;;;61.7401
;;;61.8067
;;;61.9142
;;;62.0148
;;;62.0571
;;;62.1364
;;;62.1777
;;;62.2159
;;;62.3297
;;;62.4367
;;;62.4369
;;;62.4777
;;;62.5871
;;;62.6829
;;;62.6891
;;;62.8338
;;;62.8611
;;;62.8915
;;;62.8977
;;;63.0961
;;;63.5275
;;;63.608
;;;63.8484
;;;63.9404
;;;63.9954
;;;64.183
;;;64.1941
;;;64.312
;;;64.456
;;;64.5141
;;;64.7131
;;;64.7482
;;;64.9916
;;;64.9954
;;;65.0207
;;;65.0871
;;;65.253
;;;65.2549
;;;65.2595
;;;65.266
;;;65.3963
;;;66.1997
;;;66.2094
;;;66.2352
;;;66.2352
;;;66.3383
;;;66.7829
;;;66.8942
;;;66.9441
;;;67.1713
;;;67.2654
;;;67.2654
;;;67.269
;;;67.351
;;;67.3798
;;;67.4155
;;;67.498
;;;67.5774
;;;67.5845
;;;67.5873
;;;67.6225
;;;67.6639
;;;67.705
;;;67.7228
;;;67.7679
;;;67.8449
;;;67.9863
;;;68.0617
;;;68.1472
;;;68.2563
;;;68.5619
;;;68.8484
;;;69.2301
;;;69.2381
;;;69.2451
;;;69.5302
;;;69.5326
;;;69.658
;;;69.7071
;;;69.8091
;;;69.8677
;;;69.9435
;;;69.9835
;;;69.9968
;;;70.092
;;;70.1855
;;;70.2371
;;;70.381
;;;70.39
;;;70.4138
;;;70.4401
;;;70.4713
;;;70.487
;;;70.5909
;;;70.7384
;;;70.8047
;;;71.0025
;;;71.0765
;;;71.0805
;;;71.1039
;;;71.1273
;;;71.1739
;;;71.435
;;;71.452
;;;71.4893
;;;71.497
;;;71.6378
;;;71.7827
;;;71.8565
;;;71.8713
;;;71.9618
;;;71.996
;;;72.0797
;;;72.2176
;;;72.3038
;;;72.4322
;;;72.6471
;;;72.7676
;;;72.7798
;;;72.8135
;;;72.8276
;;;73.083
;;;73.3774
;;;73.4226
;;;73.4526
;;;73.6974
;;;73.7043
;;;73.8353
;;;73.8943
;;;73.9281
;;;73.9452
;;;73.9895
;;;73.9908
;;;74.1195
;;;74.1969
;;;74.2483
;;;74.5705
;;;74.67
;;;74.6971
;;;74.7578
;;;74.8037
;;;75.1371
;;;75.1772
;;;75.1869
;;;75.2508
;;;75.4274
;;;75.4645
;;;76.1003
;;;76.1719
;;;76.385
;;;76.8158
;;;76.9338
;;;77.2886
;;;77.3182
;;;77.3897
;;;77.4193
;;;77.5193
;;;77.7261
;;;77.7261
;;;77.8419
;;;77.9219
;;;78.0399
;;;78.0583
;;;78.1771
;;;78.2017
;;;78.2456
;;;78.3443
;;;78.4422
;;;78.4711
;;;78.5499
;;;78.6029
;;;78.7515
;;;78.9537
;;;78.9813
;;;79.2615
;;;79.2739
;;;79.3967
;;;79.6158
;;;79.6953
;;;79.7676
;;;79.9258
;;;80.4722
;;;80.7357
;;;80.8969
;;;80.9691
;;;81.0162
;;;81.1918
;;;81.2482
;;;81.3001
;;;81.5139
;;;81.6319
;;;81.7217
;;;81.8416
;;;81.8738
;;;81.9233
;;;82.0724
;;;82.1159
;;;82.2218
;;;82.3663
;;;82.3663
;;;82.4068
;;;82.6578
;;;82.7176
;;;82.8492
;;;82.96
;;;82.9768
;;;83.3658
;;;83.5641
;;;83.6814
;;;83.8237
;;;83.8423
;;;83.8426
;;;83.8968
;;;84.0582
;;;84.0757
;;;84.1597
;;;84.19
;;;84.2282
;;;84.2643
;;;84.3613
;;;84.5945
;;;85.051
;;;85.1165
;;;85.52
;;;85.6057
;;;85.7066
;;;85.7107
;;;85.9368
;;;85.9375
;;;86.0254
;;;86.2115
;;;87.084
;;;87.2801
;;;87.3341
;;;87.8326
;;;87.8371
;;;88.098
;;;88.4352
;;;88.4995
;;;88.6726
;;;88.769
;;;88.8141
;;;88.9448
;;;89.0258
;;;89.3823
;;;89.4172
;;;89.7063
;;;89.7717
;;;90.1029
;;;90.1354
;;;90.2115
;;;90.6841
;;;90.8652
;;;91.1891
;;;91.5096
;;;91.5926
;;;91.8758
;;;91.9921
;;;91.9934
;;;92.3376
;;;92.4706
;;;92.6249
;;;92.762
;;;92.7631
;;;93.0216
;;;93.3764
;;;93.3837
;;;93.4754
;;;93.7063
;;;93.7222
;;;94.2569
;;;94.3165
;;;94.3725
;;;94.518
;;;94.5561
;;;94.6007
;;;95.0783
;;;95.4009
;;;95.4518
;;;95.4538
;;;95.6451
;;;95.793
;;;95.8358
;;;96.0044
;;;96.4204
;;;96.4295
;;;96.6212
;;;96.6526
;;;97.105
;;;97.34
;;;97.4132
;;;97.625
;;;97.7536
;;;97.8572
;;;97.9136
;;;98.1969
;;;98.2455
;;;98.4101
;;;98.5206
;;;98.525
;;;98.6817
;;;98.732
;;;98.7579
;;;99.443
;;;99.7334
;;;99.8779
;;;100.7416
;;;100.8277
;;;100.8353
;;;101.2564
;;;101.5876
;;;102.273
;;;102.3311
;;;102.5135
;;;102.7141
;;;102.7256
;;;103.0575
;;;103.1353
;;;103.1822
;;;103.3359
;;;103.519
;;;104.2158
;;;104.7034
;;;104.7183
;;;105.497
;;;105.745
;;;105.8158
;;;106.2269
;;;106.6456
;;;106.6716
;;;106.9448
;;;107.1389
;;;108.7382
;;;108.8736
;;;108.9702
;;;109.0813
;;;109.3048
;;;109.3599
;;;109.6034
;;;109.6605
;;;109.691
;;;110.1764
;;;110.2367
;;;110.4552
;;;110.9391
;;;111.146
;;;111.3901
;;;111.7658
;;;112.0151
;;;112.2089
;;;112.3721
;;;112.6049
;;;112.6276
;;;112.8105
;;;113.3528
;;;113.8167
;;;114.2297
;;;114.5162
;;;114.959
;;;115.0192
;;;115.3335
;;;115.4723
;;;115.4864
;;;115.692
;;;115.8557
;;;116.0119
;;;116.504
;;;116.7866
;;;116.8698
;;;118.1757
;;;118.1945
;;;118.4057
;;;118.5111
;;;118.5534
;;;119.1657
;;;119.5732
;;;120.1711
;;;121.0241
;;;121.0728
;;;121.7158
;;;122.2626
;;;122.7253
;;;123.2289
;;;123.7124
;;;124.1842
;;;124.4441
;;;124.481
;;;124.6716
;;;125.1298
;;;126.0263
;;;126.9852
;;;128.7151
;;;128.7936
;;;129.1711
;;;129.7978
;;;130.2268
;;;130.4493
;;;130.5488
;;;130.5864
;;;130.6933
;;;131.0927
;;;131.1529
;;;131.4274
;;;131.5299
;;;131.5505
;;;131.7271
;;;132.4754
;;;133.1457
;;;133.5857
;;;133.8672
;;;133.925
;;;137.7302
;;;138.072
;;;139.9142
;;;140
;;;140.8701
;;;141.2775
;;;141.8867
;;;142.7713
;;;143.086
;;;144.1998
;;;144.2878
;;;144.4558
;;;145.0079
;;;145.328
;;;145.6074
;;;146.361
;;;146.4331
;;;146.4844
;;;146.6213
;;;146.6213
;;;147.0332
;;;147.8547
;;;147.8794
;;;147.9971
;;;149.8103
;;;151.5107
;;;152.3575
;;;153.145
;;;154.0122
;;;154.2837
;;;154.3623
;;;155.0446
;;;156.0639
;;;156.2147
;;;156.6516
;;;157.7121
;;;158.3601
;;;158.4811
;;;160.0286
;;;160.4415
;;;160.865
;;;162.6279
;;;163.3388
;;;163.4401
;;;163.6222
;;;163.8899
;;;164.2581
;;;164.8851
;;;165
;;;165.0592
;;;165.0785
;;;166.4778
;;;166.6838
;;;167.0607
;;;167.0958
;;;168.2419
;;;168.9775
;;;169.529
;;;169.5788
;;;170.4761
;;;170.9353
;;;171.0822
;;;172.133
;;;174.5932
;;;174.8725
;;;175.1084
;;;175.1332
;;;176.9778
;;;178.7065
;;;180.1553
;;;181.5824
;;;182.8252
;;;183.0052
;;;183.4956
;;;183.8312
;;;183.887
;;;185.4089
;;;186.9409
;;;189.4976
;;;192.3851
;;;192.9267
;;;192.9517
;;;193.2311
;;;194.849
;;;195.1399
;;;196.3695
;;;200.5023
;;;203.8279
;;;207.7444
;;;210.2288
;;;213.7051
;;;217.1066
;;;220.5925
;;;223.501
;;;229.4594
;;;232.2861
;;;238.5888
;;;238.7391
;;;240.4301
;;;259.9736
;;;261.4395
;;;274.6414
;;;275.5397
;;;276.3924
;;;287.5402
;;;287.8343
;;;289.009
;;;296.4194
;;;322.8688
;;;363.6282
;;;378.6254
;;;415.9923
;;;472.1987
;;;503.3034
;;;551
;;;593.0766
;;;657.7803
